user_pseudo_id,experiment_number,experiment_group,AdRev_D0,IAPRev_D0,AdRev_D1,IAPRev_D1,AdRev_D2,IAPRev_D2,AdRev_D3,IAPRev_D3,AdRev_D4,IAPRev_D4,AdRev_D5,IAPRev_D5,AdRev_D6,IAPRev_D6,AdRev_D7,IAPRev_D7,total_ad_revenue,total_iap_revenue,total_revenue,AdRev_D8,IAPRev_D8
4d8d304f5399b6e7b9f814b0ed10b8b2,46.0,1.0,0.051502089947462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051502089947462,0.0,0.051502089947462,0.0,0.0
077c4e861813eec93c09c5a1b1acf46c,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31798dc801dc72d9cf417bd348ef1a1c,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f208701a8ab084ef8fb8aaa0beb63b8f,46.0,1.0,0.0072464622789993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072464622789993,0.0,0.0072464622789993,0.0,0.0
dd2ae1670f601797138dbff67d4045b7,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
f7f234bb555963332f616a0fbc0787e1,46.0,1.0,0.0202398053370416,0.0,0.0472521451301872,0.0,0.0,0.0,0.0,0.0,0.0185980796813964,0.0,0.0085423840209841,0.0,0.0,0.0,0.0,0.0,0.0946324141696093,0.0,0.0946324141696093,0.0,0.0
4f4ca1ecf8c22378bf4a23eb5a32f265,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
aa4ba18b1c55189c5e0c878df1c1df6c,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ec3546f1638e0a987655d4019f726a90,46.0,0.0,0.0026017595082521,0.0,0.0,0.0,0.0023958655074238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049976250156759,0.0,0.0049976250156759,0.0,0.0
464c2f7e3cb28c6d2bbec2c804bab337,46.0,1.0,0.1056488191243261,0.0,0.3228233847767114,0.0,0.1272666049189865,0.0,0.1326900711283087,0.0,0.0588974254205822,0.0,0.0920343307079747,0.0,0.0936192671069875,0.0,0.0177491701906546,0.0,0.9507290733745317,0.0,0.9507290733745317,0.0,0.0
5ff7025963cb2db94f616433065d4b04,46.0,1.0,0.0456749983131885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0456749983131885,0.0,0.0456749983131885,0.0,0.0
7d259b2c318612c560b93404becea9e6,46.0,0.0,0.1660863310098648,0.0,0.0,0.0,0.0346507616341114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0374009991064667,0.0,0.23813809175044293,0.0,0.23813809175044293,0.0,0.0
9d0ef5404dbbcdfe38f5b3c2332f5a18,46.0,0.0,0.1170916659757494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1170916659757494,0.0,0.1170916659757494,0.0,0.0
a139039b75a3dfd0a71f9bc178e287d2,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ae014ca57f47c45731721eb80399dc24,46.0,0.0,0.0442659361287951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0442659361287951,0.0,0.0442659361287951,0.0,0.0
be093cb97d655ed5ce10d0b6acbb02ff,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7c5a386f0031559e90f9787cfd59fb38,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
